row_id,model,provider,evaluation_run_id,evaluation_run_role,pool_size,repeat_index,dimension,base_id,noisy_id,category,review_status,review_scope,review_label,screened_failure_type,review_notes,clean_prompt,noisy_prompt,expected_tool_calls,expected_function_names,clean_model_calls,clean_model_call_names,noisy_model_calls,noisy_model_call_names,noisy_eval_error_type,noisy_eval_error,noisy_completion_tokens_if_available,clean_provider_response_id,noisy_provider_response_id
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_356-134-1,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_356-134-1,live_multiple_356-134-1__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for cast: 'dontcare'.,"Hey, I'm bored and I'm looking for something to watch. Can you find me something starring Lawrence Bender and directed by Quentin Tarantino?","man for fuck sake hey, I'm bored and I'm looking for something to watch. Can you find me something starring Lawrence Bender and directed by Quentin Tarantino?","[{""Movies_3_FindMovies"": {""cast"": [""Lawrence Bender""], ""directed_by"": [""Quentin Tarantino""], ""genre"": ["""", ""dontcare""]}}]",Movies_3_FindMovies,"[{""arguments"": {""cast"": ""Lawrence Bender"", ""directed_by"": ""Quentin Tarantino"", ""genre"": ""dontcare""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,"[{""arguments"": {""cast"": ""dontcare"", ""directed_by"": ""Quentin Tarantino"", ""genre"": ""dontcare""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,value_error:string,"[""Invalid value for parameter 'cast': 'dontcare'. Expected one of ['Lawrence Bender']. Case insensitive.""]",39,resp_052df0fc62d28c70006a367ccaf7908196b8e0a71567ae49e7,resp_08a30a4a9b6340fe006a3682f14fb48193b1e4b46be9786f47
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_361-134-6,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_361-134-6,live_multiple_361-134-6__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,I need your advice in finding a movie to watch. I want it to be an action movie with ryan reynolds and directed by david leitch,ffs i need your advice in finding a movie to watch. I want it to be an action movie with ryan reynolds and directed by david leitch brother,"[{""Movies_3_FindMovies"": {""cast"": [""ryan reynolds""], ""directed_by"": [""david leitch""], ""genre"": [""Action""]}}]",Movies_3_FindMovies,"[{""arguments"": {""cast"": ""Ryan Reynolds"", ""directed_by"": ""David Leitch"", ""genre"": ""Action""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,"[{""arguments"": {""cast"": ""Ryan Reynolds"", ""directed_by"": ""David Leitch brother"", ""genre"": ""Action""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,value_error:string,"[""Invalid value for parameter 'directed_by': 'David Leitch brother'. Expected one of ['david leitch']. Case insensitive.""]",38,resp_07a88c5ae9557552006a367ccc977881968e2c57ff7393f25e,resp_05c4ec92cdc61729006a3682f377e0819685adc3828c5fb947
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_394-138-2,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_394-138-2,live_multiple_394-138-2__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for is_unisex: True.,I'm thinking about finding a salon in Berkeley,this is bullshit i'm thinking about finding a salon in Berkeley,"[{""Services_1_FindProvider"": {""city"": [""Berkeley, CA""], ""is_unisex"": ["""", false]}}]",Services_1_FindProvider,"[{""arguments"": {""city"": ""Berkeley, CA"", ""is_unisex"": false}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,"[{""arguments"": {""city"": ""Berkeley, CA"", ""is_unisex"": true}, ""name"": ""Services_1_FindProvider""}]",Services_1_FindProvider,value_error:others,"[""Invalid value for parameter 'is_unisex': True. Expected one of ['', False].""]",32,resp_027062218aa76790006a367cd86d7c8190a64c57c31ae8b383,resp_0cd9e1755354b2d5006a3682fecf308190a51c3aecc872fc78
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_452-145-3,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_452-145-3,live_multiple_452-145-3__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"What Museum is best in New York City, free to enter and suitable for kids?","man for fuck sake what Museum is best in New York City, free to enter and suitable for kids?","[{""Travel_1_FindAttractions"": {""category"": [""Museum""], ""free_entry"": [""True""], ""good_for_kids"": [""True""], ""location"": [""New York, NY""]}}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""Museum"", ""free_entry"": ""True"", ""good_for_kids"": ""True"", ""location"": ""New York, NY""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""Museum"", ""free_entry"": ""True"", ""good_for_kids"": ""True"", ""location"": ""New York City, NY""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,value_error:string,"[""Invalid value for parameter 'location': 'New York City, NY'. Expected one of ['New York, NY']. Case insensitive.""]",45,resp_0c1959c56676e019006a367cea80548193a8e231fbcc4e9f5e,resp_082f58df0c1a686b006a368310561c81948d1821461ab62fff
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_456-145-7,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_456-145-7,live_multiple_456-145-7__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Hi, are there any free performance venue I can visit in London?","hi, are there any free performance venue I can visit in London? fucking please man","[{""Travel_1_FindAttractions"": {""category"": [""Performing Arts Venue""], ""free_entry"": [""True""], ""good_for_kids"": ["""", ""dontcare""], ""location"": [""London, UK""]}}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""Performing Arts Venue"", ""free_entry"": ""True"", ""good_for_kids"": ""dontcare"", ""location"": ""London, UK""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""Performing Arts Venue"", ""free_entry"": ""True"", ""good_for_kids"": ""dontcare"", ""location"": ""London, United Kingdom""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,value_error:string,"[""Invalid value for parameter 'location': 'London, United Kingdom'. Expected one of ['London, UK']. Case insensitive.""]",48,resp_0452651ff13aeb8e006a367cebc9848193b1931b4440d25836,resp_0ee219ab5bc0b067006a368311ac7881969f18bd3395f0a25f
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_463-145-14,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_463-145-14,live_multiple_463-145-14__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for category: 'Tourist Attraction'.,Can you find me a tourist attraction in Philadelphia that has no entry fee?,ffs can you find me a tourist attraction in Philadelphia that has no entry fee? brother,"[{""Travel_1_FindAttractions"": {""category"": ["""", ""dontcare""], ""free_entry"": [""True""], ""good_for_kids"": ["""", ""dontcare""], ""location"": [""Philadelphia, PA""]}}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""dontcare"", ""free_entry"": ""True"", ""good_for_kids"": ""dontcare"", ""location"": ""Philadelphia, PA""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,"[{""arguments"": {""category"": ""Tourist Attraction"", ""free_entry"": ""True"", ""good_for_kids"": ""dontcare"", ""location"": ""Philadelphia, PA""}, ""name"": ""Travel_1_FindAttractions""}]",Travel_1_FindAttractions,value_error:string,"[""Invalid value for parameter 'category': 'Tourist Attraction'. Expected one of ['', 'dontcare']. Case insensitive.""]",46,resp_0cc478194c0f3648006a367cedde3081939459872c28410cbb,resp_0d72c87a0fff278a006a368313db948190ac49170540acdf66
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_55-22-2,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_55-22-2,live_multiple_55-22-2__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Noisy call changes a required value; not just a formatting or alias issue.,Can you check if the white iPhone 12 still available? Use the prod id iPhone 12,ffs can you check if the white iPhone 12 still available? Use the prod id iPhone 12 brother,"[{""inventory_management"": {""color"": [""white""], ""product_id"": [""iPhone 12""], ""sizes"": ["""", []]}}]",inventory_management,"[{""arguments"": {""color"": ""white"", ""product_id"": ""iPhone 12"", ""sizes"": []}, ""name"": ""inventory_management""}]",inventory_management,"[{""arguments"": {""color"": ""white"", ""product_id"": ""iPhone 12 brother"", ""sizes"": []}, ""name"": ""inventory_management""}]",inventory_management,value_error:string,"[""Invalid value for parameter 'product_id': 'iPhone 12 brother'. Expected one of ['iPhone 12']. Case insensitive.""]",32,resp_0fda3ce6426a1358006a367c6f00ec8195974e974fbc0c0740,resp_07849f6946855174006a368294c28c8193bbe33e4250b3f2b1
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_560-155-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_560-155-0,live_multiple_560-155-0__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,optional_argument_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,I'm looking for a music event in New York this weekend. Any suggestions?,man for fuck sake i'm looking for a music event in New York this weekend. Any suggestions?,"[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": ["""", ""any""], ""event_type"": [""Music""]}}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""date"": ""any"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2026-06-20"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,value_error:string,"[""Invalid value for parameter 'date': '2026-06-20'. Expected one of ['', 'any']. Case insensitive.""]",40,resp_0b61ed743d8bc706006a367d0eabf48196bd4435ee57443493,resp_09c9f2cbbcf09711006a368334bbc48190af149f986968e63f
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_57-22-4,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_57-22-4,live_multiple_57-22-4__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for size: 'UK 34'.,"The Requirement Extractor is designed to interpret and process multiple user queries in a single input, especially in the context of inventory management and product information.","holy shit just the Requirement Extractor is designed to interpret and process multiple user queries in a single input, especially in the context of inventory management and product information.","[{""get_product_details"": {""color"": ["""", ""all colors""], ""product_id"": [""282828""], ""size"": ["""", ""all sizes""]}}]",get_product_details,"[{""arguments"": {""color"": ""all colors"", ""product_id"": ""282828"", ""size"": ""all sizes""}, ""name"": ""get_product_details""}]",get_product_details,"[{""arguments"": {""color"": ""all colors"", ""product_id"": ""282828"", ""size"": ""UK 34""}, ""name"": ""get_product_details""}]",get_product_details,value_error:string,"[""Invalid value for parameter 'size': 'UK 34'. Expected one of ['', 'all sizes']. Case insensitive.""]",34,resp_0ba827256dfb6063006a3675fd87848193b41617e30262cfb6,resp_0d663a14dbb47a83006a36829512e48190a5ebb32b867492f1
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_603-158-9,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_603-158-9,live_multiple_603-158-9__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for number_of_rooms: '1'.,Can you find me a three-star hotel in New York?,holy shit just can you find me a three-star hotel in New York?,"[{""Hotels_4_SearchHotel"": {""location"": [""New York, NY""], ""number_of_rooms"": ["""", ""dontcare""], ""smoking_allowed"": ["""", false], ""star_rating"": [""3""]}}]",Hotels_4_SearchHotel,"[{""arguments"": {""location"": ""New York, NY"", ""number_of_rooms"": ""dontcare"", ""smoking_allowed"": false, ""star_rating"": ""3""}, ""name"": ""Hotels_4_SearchHotel""}]",Hotels_4_SearchHotel,"[{""arguments"": {""location"": ""New York, NY"", ""number_of_rooms"": ""1"", ""smoking_allowed"": false, ""star_rating"": ""3""}, ""name"": ""Hotels_4_SearchHotel""}]",Hotels_4_SearchHotel,value_error:string,"[""Invalid value for parameter 'number_of_rooms': '1'. Expected one of ['', 'dontcare']. Case insensitive.""]",45,resp_0af4d5d41e5e3817006a367d1b29288195b10b105ae1b240ad,resp_0c11551da585fb7e006a368341f18481938f7ad7db7f9ec5ec
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_652-161-20,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_652-161-20,live_multiple_652-161-20__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_tool_routing,"Noisy prompt preserves the request, but the model routed to the wrong tool.",Can you play tracks by the artist Outsider in the living room?,this is bullshit can you play tracks by the artist Outsider in the living room?,"[{""Music_3_PlayMedia"": {""album"": ["""", ""any""], ""artist"": [""Outsider""], ""device"": ["""", ""Living room""], ""track"": [""any""]}}]",Music_3_PlayMedia,"[{""arguments"": {""album"": ""any"", ""artist"": ""Outsider"", ""device"": ""Living room"", ""track"": ""any""}, ""name"": ""Music_3_PlayMedia""}]",Music_3_PlayMedia,"[{""arguments"": {""album"": ""dontcare"", ""artist"": ""Outsider"", ""genre"": ""dontcare"", ""year"": ""dontcare""}, ""name"": ""Music_3_LookupMusic""}]",Music_3_LookupMusic,simple_function_checker:wrong_func_name,"[""Function name 'Music_3_PlayMedia' not found in model output.""]",43,resp_03087884bc5fa3c8006a367d2aa598819394f4bbb0d790e106,resp_01cf02cf915319e3006a368350535881979c1357657fc87edc
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_66-27-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_66-27-0,live_multiple_66-27-0__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,type_format_strictness,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"I need to establish a new Postgres server for our Canada office. The server's domain is 'http://plgah.ca', the database should be 'finance_db', the username will be 'pascal', and use a secure password 123123.","i need to establish a new Postgres server for our Canada office. The server's domain is 'http://plgah.ca', the database should be 'finance_db', the username will be 'pascal', and use a secure password 123123. fucking please man","[{""add_postgres_server"": {""database"": [""finance_db""], ""host"": [""http://plgah.ca""], ""password"": [""123123""], ""port"": ["""", 5432], ""username"": [""pascal""]}}]",add_postgres_server,"[{""arguments"": {""database"": ""finance_db"", ""host"": ""http://plgah.ca"", ""password"": ""123123"", ""port"": 5432, ""username"": ""pascal""}, ""name"": ""add_postgres_server""}]",add_postgres_server,"[{""arguments"": {""database"": ""finance_db"", ""host"": ""plgah.ca"", ""password"": ""123123"", ""port"": 5432, ""username"": ""pascal""}, ""name"": ""add_postgres_server""}]",add_postgres_server,value_error:string,"[""Invalid value for parameter 'host': 'plgah.ca'. Expected one of ['http://plgah.ca']. Case insensitive.""]",44,resp_0117c1fd5afa7a0e006a367c70f5a081958b5fc80c459ea36b,resp_0297486ff9986cf5006a3682985de0819091c2dbad79c18b88
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_666-162-8,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_666-162-8,live_multiple_666-162-8__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,"Noisy prompt still asks for the same operations, but the model emitted the wrong number of calls.",I'll be in New York after a business meeting. Find any music concerts or theater plays happening there this weekend? Today is friday 2023-10-01,i'll be in New York after a business meeting. Find any music concerts or theater plays happening there this weekend? Today is friday 2023-10-01 fucking please man,"[{""Events_3_FindEvents"": {""city"": [""New York, NY""], ""date"": [""2023-10-01""], ""event_type"": [""Music""]}}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents,"[{""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Music""}, ""name"": ""Events_3_FindEvents""}, {""arguments"": {""city"": ""New York, NY"", ""date"": ""2023-10-01"", ""event_type"": ""Theater""}, ""name"": ""Events_3_FindEvents""}]",Events_3_FindEvents;Events_3_FindEvents,multiple_function_checker:wrong_count,"[""Wrong number of functions.""]",93,resp_00907424b0b55c3e006a367d2f6ed081968671d79b949c4026,resp_01bbba5563f16eb0006a368355602c819786230924b43130be
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_692-164-8,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_692-164-8,live_multiple_692-164-8__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for genre: 'Mystery'.,Find a list of ghost movies directed by Peter Strickland?,man for fuck sake find a list of ghost movies directed by Peter Strickland?,"[{""Movies_3_FindMovies"": {""cast"": ["""", ""dontcare""], ""directed_by"": [""Peter Strickland""], ""genre"": [""Horror""]}}]",Movies_3_FindMovies,"[{""arguments"": {""cast"": ""dontcare"", ""directed_by"": ""Peter Strickland"", ""genre"": ""Horror""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,"[{""arguments"": {""cast"": ""dontcare"", ""directed_by"": ""Peter Strickland"", ""genre"": ""Mystery""}, ""name"": ""Movies_3_FindMovies""}]",Movies_3_FindMovies,value_error:string,"[""Invalid value for parameter 'genre': 'Mystery'. Expected one of ['Horror']. Case insensitive.""]",39,resp_0dcce2e72d18773e006a367d380c308197810c30618baaeb79,resp_00c87b46bc7294ef006a36835e3aec8193816eae9df4dccef1
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_70-30-1,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_70-30-1,live_multiple_70-30-1__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for output_format: 'HTML'.,Provide me with the documentation links and usage instructions for troubleshooting in DartFX?,this is bullshit provide me with the documentation links and usage instructions for troubleshooting in DartFX?,"[{""dartfx_help"": {""output_format"": ["""", ""text""], ""topic"": [""troubleshooting""]}}]",dartfx_help,"[{""arguments"": {""output_format"": ""text"", ""topic"": ""troubleshooting""}, ""name"": ""dartfx_help""}]",dartfx_help,"[{""arguments"": {""output_format"": ""HTML"", ""topic"": ""troubleshooting""}, ""name"": ""dartfx_help""}]",dartfx_help,value_error:string,"[""Invalid value for parameter 'output_format': 'HTML'. Expected one of ['', 'text']. Case insensitive.""]",28,resp_045701903aba8c90006a367c7239d88194bbacf167011605ad,resp_0e32e92057a24c0f006a368299c86c8197b22e78010752de7d
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_866-182-3,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_866-182-3,live_multiple_866-182-3__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,"Find if there's a regular showing of 'Dramatic Story at Vine Cinema Livermore, CA?","man for fuck sake find if there's a regular showing of 'Dramatic Story at Vine Cinema Livermore, CA?","[{""Movies_1_FindMovies"": {""genre"": [""Drama""], ""location"": [""Livermore, CA""], ""show_type"": [""regular""], ""theater_name"": [""Vine Cinema""]}}]",Movies_1_FindMovies,"[{""arguments"": {""genre"": ""Drama"", ""location"": ""Livermore, CA"", ""show_type"": ""regular"", ""theater_name"": ""Vine Cinema""}, ""name"": ""Movies_1_FindMovies""}]",Movies_1_FindMovies,"[{""arguments"": {""genre"": ""Drama"", ""location"": ""Livermore, CA"", ""show_type"": ""regular"", ""theater_name"": ""Vine Cinema Livermore, CA""}, ""name"": ""Movies_1_FindMovies""}]",Movies_1_FindMovies,value_error:string,"[""Invalid value for parameter 'theater_name': 'Vine Cinema Livermore, CA'. Expected one of ['Vine Cinema']. Case insensitive.""]",50,resp_0bfe2a76a10840a4006a367d70f310819098adca1498911fb6,resp_091781c8fa3d1d92006a36839a829c8190beb4e0b1191378ef
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_multiple_955-202-1,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_multiple_955-202-1,live_multiple_955-202-1__cursing,live_multiple,reviewed,full_clean_to_noisy_trace_review,possible_oracle_artifact,alias_or_format_mismatch,Second-pass artifact audit: Failure is primarily alias/format/type/optional-argument strictness or the noisy prompt/oracle leaves the tool-relevant intent questionable.,Order 5 fries from uber eats mc donalds,ffs order 5 fries from uber eats mc donalds brother,"[{""uber.eat.order"": {""items"": [[""fries""]], ""quantities"": [[5]], ""restaurant"": [""mc donalds"", ""McDonald's""]}}]",uber.eat.order,"[{""arguments"": {""items"": [""fries""], ""quantities"": [5], ""restaurant"": ""Mc Donalds""}, ""name"": ""uber.eat.order""}]",uber.eat.order,"[{""arguments"": {""items"": [""fries""], ""quantities"": [5], ""restaurant"": ""Mc Donalds brother""}, ""name"": ""uber.eat.order""}]",uber.eat.order,value_error:string,"[""Invalid value for parameter 'restaurant': 'Mc Donalds brother'. Expected one of ['mc donalds', \""McDonald's\""]. Case insensitive.""]",37,resp_0b6e97c64c0e2cea006a367d96b07c8190b0f56091e7c58070,resp_0f0a46d7d050610b006a3683c2eeb081948e22dc9b966b7698
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_parallel_multiple_17-15-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_parallel_multiple_17-15-0,live_parallel_multiple_17-15-0__cursing,live_parallel_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,"Noisy prompt still asks for the same operations, but the model emitted the wrong number of calls.",turn it by 20 degree and flip it horizontally,turn it by 20 degree and flip it horizontally fucking please man,"[{""rotateImageAction"": {""degrees"": [20], ""image_format"": ["""", ""JPEG""], ""keep_original"": ["""", true]}}, {""flipImageAction"": {""flip_direction"": [""horizontal""]}}]",rotateImageAction;flipImageAction,"[{""arguments"": {""degrees"": 20, ""image_format"": ""JPEG"", ""keep_original"": true}, ""name"": ""rotateImageAction""}, {""arguments"": {""flip_direction"": ""horizontal""}, ""name"": ""flipImageAction""}]",rotateImageAction;flipImageAction,"[{""arguments"": {""degrees"": 20, ""image_format"": ""JPEG"", ""keep_original"": true}, ""name"": ""rotateImageAction""}]",rotateImageAction,parallel_function_checker_no_order:wrong_count,"[""Wrong number of functions.""]",31,resp_0dfeb508016badfa006a367dc3bc1c8197b4bf171323dfb177,resp_0de6ee8edf9d13f5006a3683eeb99c8194b692aa1fa3a47ab2
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_parallel_multiple_6-5-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_parallel_multiple_6-5-0,live_parallel_multiple_6-5-0__cursing,live_parallel_multiple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,missing_or_extra_tool_call,"Noisy prompt still asks for the same operations, but the model emitted the wrong number of calls.",interviewers list for Python and Java,ffs interviewers list for Python and Java brother,"[{""get_interviewer_list"": {""availability"": ["""", true], ""experience_level"": ["""", ""Mid-Level""], ""skill"": [""Python""]}}, {""get_interviewer_list"": {""availability"": ["""", true], ""experience_level"": ["""", ""Mid-Level""], ""skill"": [""Java""]}}]",get_interviewer_list;get_interviewer_list,"[{""arguments"": {""availability"": true, ""experience_level"": ""Mid-Level"", ""skill"": ""Python""}, ""name"": ""get_interviewer_list""}, {""arguments"": {""availability"": true, ""experience_level"": ""Mid-Level"", ""skill"": ""Java""}, ""name"": ""get_interviewer_list""}]",get_interviewer_list;get_interviewer_list,"[{""arguments"": {""availability"": true, ""experience_level"": ""Mid-Level"", ""skill"": ""Python""}, ""name"": ""get_interviewer_list""}]",get_interviewer_list,parallel_function_checker_no_order:wrong_count,"[""Wrong number of functions.""]",32,resp_01655ffac3675361006a367dbf1cc48197a4cc08386771e9f7,resp_0185421851b8827f006a3683eb3e60819082d973929150e157
gpt-5.4-nano|gpt54nano_full_pool_repeat2|cursing|live_simple_113-69-0,gpt-5.4-nano,openai,gpt54nano_full_pool_repeat2,full_pool_row_trace_repeat,2351,2,cursing,live_simple_113-69-0,live_simple_113-69-0__cursing,live_simple,reviewed,full_clean_to_noisy_trace_review,true_model_failure,wrong_argument_value,Wrong required argument value for location_multiplier: 1.1.,"I'm trying to set up pricing for my SaaS product that offers a one-time form filing service and an annual subscription for unlimited updates and filings. Given that my competitor charges $99 for a one-time filing and $149 for an annual subscription, while another competitor charges $149 and $249 respectively, help me determine a competitive price for a customer located at 34.0522, -118.2437? Let's use a base price of $100 and ensure we don't go below $90.","goddamn it i'm trying to set up pricing for my SaaS product that offers a one-time form filing service and an annual subscription for unlimited updates and filings. Given that my competitor charges $99 for a one-time filing and $149 for an annual subscription, while another competitor charges $149 and $249 respectively, help me determine a competitive price for a customer located at 34.0522, -118.2437? Let's use a base price of $100 and ensure we don't go below $90.","[{""calculate_dynamic_pricing"": {""base_price"": [100.0], ""geolocation"": [""34.0522, -118.2437""], ""location_multiplier"": ["""", 1.0], ""minimum_price"": [90.0]}}]",calculate_dynamic_pricing,"[{""arguments"": {""base_price"": 100, ""geolocation"": ""34.0522, -118.2437"", ""location_multiplier"": 1, ""minimum_price"": 90}, ""name"": ""calculate_dynamic_pricing""}]",calculate_dynamic_pricing,"[{""arguments"": {""base_price"": 100, ""geolocation"": ""34.0522, -118.2437"", ""location_multiplier"": 1.1, ""minimum_price"": 90}, ""name"": ""calculate_dynamic_pricing""}]",calculate_dynamic_pricing,value_error:others,"[""Invalid value for parameter 'location_multiplier': 1.1. Expected one of ['', 1.0].""]",49,resp_069f9c44d65e3e51006a3675cb16bc8197b22561cd6d8f7cda,resp_09c19b26e142f373006a368256ec58819792c4cf3c234ab231
